Order_ID,Order_Date,Product_ID,Model_Name,Unit_Price,Cost_Price,Quantity_Sold,Total_Sales,Total_Cost,Profit,Customer_ID,Customer_Age_Group,Customer_Gender,State,City,Customer_Rating,Return_Status,Return_Reason,Sales_Channel
ORD301672,2023-05-06,P009,Imperial,9000,5400,2,18000,10800,7200,CUST71391,18-25,Female,Maharashtra,Nagpur,4,Not Returned,,Flipkart
ORD301673,2023-05-06,P004,clarity,3000,1800,1,3000,1800,1200,CUST66055,18-25,Male,Gujarat,Vadodara,4,Not Returned,,Amazon
ORD301674,2023-05-06,P002,Kinetic,1500,900,2,3000,1800,1200,CUST63773,26-35,Male,Delhi,Delhi,2,Returned,Other,Amazon
ORD301675,2023-05-06,P010,The Icon,12000,7200,1,12000,7200,4800,CUST13627,26-35,Female,Tamil Nadu,Tiruchirappalli,4,Not Returned,,Own Website
ORD301676,2023-05-06,P002,Kinetic,1500,900,2,3000,1800,1200,CUST13463,18-25,Female,Maharashtra,Thane,3,Not Returned,,Flipkart
ORD301677,2023-05-06,P001,vector,1000,600,2,2000,1200,800,CUST21590,26-35,Female,Madhya Pradesh,Jabalpur,5,Not Returned,,Flipkart
ORD301678,2023-05-06,P009,Imperial,9000,5400,1,9000,5400,3600,CUST90636,26-35,Male,Tamil Nadu,Coimbatore,4,Not Returned,,Own Website
ORD301679,2023-05-06,P003,Greenwich,2000,1200,1,2000,1200,800,CUST41804,36-50,Female,Tamil Nadu,Madurai,4,Not Returned,,Flipkart
ORD301680,2023-05-06,P003,Greenwich,2000,1200,1,2000,1200,800,CUST77135,36-50,Male,Uttar Pradesh,Noida,5,Not Returned,,Flipkart
ORD301681,2023-05-06,P008,Tribute,7000,4200,1,7000,4200,2800,CUST26682,18-25,Male,Bihar,Bhagalpur,5,Not Returned,,Myntra
ORD301682,2023-05-06,P001,vector,1000,600,1,1000,600,400,CUST17017,18-25,Male,Odisha,Rourkela,5,Not Returned,,Myntra
ORD301683,2023-05-07,P006,Zenith,5000,3000,1,5000,3000,2000,CUST26506,26-35,Male,Uttar Pradesh,Varanasi,4,Not Returned,,Flipkart
ORD301684,2023-05-07,P002,Kinetic,1500,900,1,1500,900,600,CUST70661,36-50,Male,Maharashtra,Mumbai,4,Returned,Color Mismatch,Own Website
ORD301685,2023-05-07,P006,Zenith,5000,3000,1,5000,3000,2000,CUST70322,50+,Male,Andhra Pradesh,Kakinada,4,Not Returned,,Flipkart
ORD301686,2023-05-07,P002,Kinetic,1500,900,1,1500,900,600,CUST21096,26-35,Female,Tamil Nadu,Chennai,5,Not Returned,,Amazon
ORD301687,2023-05-07,P009,Imperial,9000,5400,1,9000,5400,3600,CUST45412,36-50,Male,Uttar Pradesh,Lucknow,4,Not Returned,,Amazon
ORD301688,2023-05-07,P001,vector,1000,600,2,2000,1200,800,CUST53710,26-35,Male,Tamil Nadu,Chennai,4,Not Returned,,Own Website
ORD301689,2023-05-07,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST84113,50+,Male,Telangana,Karimnagar,2,Returned,Wrong Item,Amazon
ORD301690,2023-05-07,P004,clarity,3000,1800,1,3000,1800,1200,CUST53425,36-50,Female,Delhi,Delhi,3,Not Returned,,Amazon
ORD301691,2023-05-07,P005,Elegance,4000,2400,1,4000,2400,1600,CUST25917,26-35,Male,Karnataka,Bengaluru,5,Not Returned,,Amazon
ORD301692,2023-05-07,P003,Greenwich,2000,1200,1,2000,1200,800,CUST98396,36-50,Male,Telangana,Khammam,5,Not Returned,,Own Website
ORD301693,2023-05-07,P002,Kinetic,1500,900,1,1500,900,600,CUST36878,18-25,Male,Haryana,Gurgaon,4,Not Returned,,Flipkart
ORD301694,2023-05-08,P008,Tribute,7000,4200,1,7000,4200,2800,CUST28894,36-50,Male,Uttar Pradesh,Noida,5,Not Returned,,Flipkart
ORD301695,2023-05-08,P001,vector,1000,600,1,1000,600,400,CUST74920,26-35,Male,Karnataka,Belgaum,4,Not Returned,,Flipkart
ORD301696,2023-05-08,P010,The Icon,12000,7200,2,24000,14400,9600,CUST98562,26-35,Male,Madhya Pradesh,Indore,3,Returned,Poor Quality,Myntra
ORD301697,2023-05-08,P003,Greenwich,2000,1200,1,2000,1200,800,CUST49438,18-25,Male,Uttar Pradesh,Kanpur,5,Not Returned,,Myntra
ORD301698,2023-05-08,P003,Greenwich,2000,1200,1,2000,1200,800,CUST10845,26-35,Male,Maharashtra,Nagpur,5,Not Returned,,Flipkart
ORD301699,2023-05-08,P009,Imperial,9000,5400,2,18000,10800,7200,CUST91744,26-35,Male,Delhi,Delhi,4,Not Returned,,Own Website
ORD301700,2023-05-08,P002,Kinetic,1500,900,1,1500,900,600,CUST25035,18-25,Male,Maharashtra,Pune,4,Not Returned,,Flipkart
ORD301701,2023-05-08,P002,Kinetic,1500,900,1,1500,900,600,CUST10004,18-25,Male,Tamil Nadu,Chennai,4,Not Returned,,Myntra
ORD301702,2023-05-09,P001,vector,1000,600,1,1000,600,400,CUST25864,26-35,Female,Telangana,Khammam,1,Returned,Poor Quality,Flipkart
ORD301703,2023-05-09,P004,clarity,3000,1800,1,3000,1800,1200,CUST36777,50+,Male,Bihar,Gaya,4,Returned,Wrong Item,Amazon
ORD301704,2023-05-09,P002,Kinetic,1500,900,1,1500,900,600,CUST72094,26-35,Male,Rajasthan,Jaipur,4,Not Returned,,Flipkart
ORD301705,2023-05-09,P005,Elegance,4000,2400,1,4000,2400,1600,CUST76296,26-35,Female,Gujarat,Ahmedabad,4,Not Returned,,Flipkart
ORD301706,2023-05-09,P005,Elegance,4000,2400,1,4000,2400,1600,CUST61211,26-35,Male,Maharashtra,Nashik,4,Not Returned,,Own Website
ORD301707,2023-05-09,P003,Greenwich,2000,1200,1,2000,1200,800,CUST25966,26-35,Male,Andhra Pradesh,Vijayawada,4,Not Returned,,Flipkart
ORD301708,2023-05-09,P004,clarity,3000,1800,2,6000,3600,2400,CUST63026,36-50,Male,Bihar,Bhagalpur,4,Not Returned,,Amazon
ORD301709,2023-05-09,P001,vector,1000,600,1,1000,600,400,CUST34123,36-50,Male,Karnataka,Hubli,5,Not Returned,,Amazon
ORD301710,2023-05-09,P010,The Icon,12000,7200,2,24000,14400,9600,CUST81659,18-25,Male,Andhra Pradesh,Visakhapatnam,5,Not Returned,,Own Website
ORD301711,2023-05-09,P003,Greenwich,2000,1200,1,2000,1200,800,CUST99302,18-25,Female,Andhra Pradesh,Kakinada,4,Returned,Item Doesn't Fit,Amazon
ORD301712,2023-05-10,P010,The Icon,12000,7200,1,12000,7200,4800,CUST96266,36-50,Female,Madhya Pradesh,Jabalpur,4,Not Returned,,Flipkart
ORD301713,2023-05-10,P004,clarity,3000,1800,1,3000,1800,1200,CUST66669,36-50,Male,Odisha,Bhubaneswar,4,Not Returned,,Amazon
ORD301714,2023-05-10,P008,Tribute,7000,4200,1,7000,4200,2800,CUST93387,36-50,Male,Delhi,New Delhi,3,Not Returned,,Amazon
ORD301715,2023-05-10,P004,clarity,3000,1800,1,3000,1800,1200,CUST34223,50+,Other,Madhya Pradesh,Bhopal,4,Not Returned,,Myntra
ORD301716,2023-05-10,P002,Kinetic,1500,900,1,1500,900,600,CUST96175,36-50,Female,Punjab,Ludhiana,4,Not Returned,,Amazon
ORD301717,2023-05-10,P009,Imperial,9000,5400,2,18000,10800,7200,CUST32383,18-25,Female,Tamil Nadu,Coimbatore,3,Not Returned,,Flipkart
ORD301718,2023-05-10,P001,vector,1000,600,1,1000,600,400,CUST81654,26-35,Male,Rajasthan,Bikaner,5,Not Returned,,Amazon
ORD301719,2023-05-10,P002,Kinetic,1500,900,1,1500,900,600,CUST72411,36-50,Male,Tamil Nadu,Coimbatore,3,Not Returned,,Flipkart
ORD301720,2023-05-10,P001,vector,1000,600,1,1000,600,400,CUST48015,26-35,Male,Andhra Pradesh,Nellore,2,Not Returned,,Flipkart
ORD301721,2023-05-10,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST97495,36-50,Female,Andhra Pradesh,Guntur,4,Not Returned,,Own Website
ORD301722,2023-05-10,P004,clarity,3000,1800,1,3000,1800,1200,CUST87170,18-25,Male,Assam,Guwahati,5,Not Returned,,Amazon
ORD301723,2023-05-10,P002,Kinetic,1500,900,1,1500,900,600,CUST58147,36-50,Male,Rajasthan,Kota,5,Not Returned,,Amazon
ORD301724,2023-05-10,P006,Zenith,5000,3000,1,5000,3000,2000,CUST61273,26-35,Female,Punjab,Jalandhar,5,Not Returned,,Myntra
ORD301725,2023-05-10,P009,Imperial,9000,5400,1,9000,5400,3600,CUST24068,18-25,Male,Andhra Pradesh,Nellore,5,Not Returned,,Amazon
ORD301726,2023-05-11,P003,Greenwich,2000,1200,1,2000,1200,800,CUST65683,18-25,Male,Tamil Nadu,Tiruchirappalli,5,Returned,Other,Amazon
ORD301727,2023-05-11,P002,Kinetic,1500,900,1,1500,900,600,CUST13666,26-35,Other,Uttar Pradesh,Kanpur,4,Not Returned,,Amazon
ORD301728,2023-05-11,P005,Elegance,4000,2400,1,4000,2400,1600,CUST69910,26-35,Male,Maharashtra,Nagpur,4,Not Returned,,Amazon
ORD301729,2023-05-11,P006,Zenith,5000,3000,3,15000,9000,6000,CUST83952,36-50,Male,Punjab,Amritsar,4,Not Returned,,Myntra
ORD301730,2023-05-11,P001,vector,1000,600,1,1000,600,400,CUST11444,18-25,Female,Karnataka,Hubli,4,Not Returned,,Flipkart
ORD301731,2023-05-11,P005,Elegance,4000,2400,1,4000,2400,1600,CUST49683,18-25,Male,Jharkhand,Dhanbad,3,Not Returned,,Own Website
ORD301732,2023-05-11,P001,vector,1000,600,2,2000,1200,800,CUST94555,26-35,Male,Tamil Nadu,Chennai,4,Not Returned,,Own Website
ORD301733,2023-05-11,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST68258,26-35,Female,Gujarat,Bhavnagar,5,Not Returned,,Amazon
ORD301734,2023-05-11,P006,Zenith,5000,3000,2,10000,6000,4000,CUST56494,26-35,Female,Delhi,New Delhi,4,Not Returned,,Own Website
ORD301735,2023-05-11,P004,clarity,3000,1800,1,3000,1800,1200,CUST71329,50+,Female,Uttar Pradesh,Kanpur,4,Not Returned,,Amazon
ORD301736,2023-05-11,P002,Kinetic,1500,900,1,1500,900,600,CUST46294,50+,Male,Tamil Nadu,Tiruchirappalli,5,Not Returned,,Flipkart
ORD301737,2023-05-11,P005,Elegance,4000,2400,1,4000,2400,1600,CUST30750,36-50,Male,Uttar Pradesh,Lucknow,5,Not Returned,,Myntra
ORD301738,2023-05-12,P005,Elegance,4000,2400,1,4000,2400,1600,CUST55722,26-35,Female,Haryana,Faridabad,5,Returned,Damaged in Transit,Amazon
ORD301739,2023-05-12,P005,Elegance,4000,2400,2,8000,4800,3200,CUST61199,36-50,Female,Andhra Pradesh,Kakinada,4,Not Returned,,Flipkart
ORD301740,2023-05-12,P002,Kinetic,1500,900,1,1500,900,600,CUST32871,18-25,Male,Delhi,New Delhi,4,Not Returned,,Amazon
ORD301741,2023-05-12,P008,Tribute,7000,4200,1,7000,4200,2800,CUST56119,50+,Male,Maharashtra,Pune,4,Not Returned,,Amazon
ORD301742,2023-05-12,P006,Zenith,5000,3000,1,5000,3000,2000,CUST54471,26-35,Male,Uttar Pradesh,Noida,4,Not Returned,,Amazon
ORD301743,2023-05-12,P002,Kinetic,1500,900,2,3000,1800,1200,CUST46482,36-50,Other,Delhi,New Delhi,2,Returned,Other,Myntra
ORD301744,2023-05-12,P010,The Icon,12000,7200,1,12000,7200,4800,CUST61633,26-35,Female,Maharashtra,Nagpur,5,Not Returned,,Amazon
ORD301745,2023-05-12,P003,Greenwich,2000,1200,1,2000,1200,800,CUST59351,36-50,Female,Andhra Pradesh,Nellore,5,Returned,Wrong Item,Own Website
ORD301746,2023-05-12,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST89408,36-50,Female,Andhra Pradesh,Nellore,4,Not Returned,,Amazon
ORD301747,2023-05-12,P005,Elegance,4000,2400,1,4000,2400,1600,CUST76450,36-50,Male,Maharashtra,Thane,1,Returned,Poor Quality,Amazon
ORD301748,2023-05-13,P010,The Icon,12000,7200,1,12000,7200,4800,CUST52477,18-25,Male,Maharashtra,Pune,1,Returned,Item Doesn't Fit,Flipkart
ORD301749,2023-05-13,P002,Kinetic,1500,900,1,1500,900,600,CUST86610,26-35,Male,Bihar,Bhagalpur,5,Not Returned,,Myntra
ORD301750,2023-05-13,P001,vector,1000,600,1,1000,600,400,CUST62923,50+,Male,Andhra Pradesh,Kakinada,4,Not Returned,,Flipkart
ORD301751,2023-05-13,P005,Elegance,4000,2400,3,12000,7200,4800,CUST15888,36-50,Male,Uttar Pradesh,Lucknow,5,Not Returned,,Amazon
ORD301752,2023-05-13,P010,The Icon,12000,7200,1,12000,7200,4800,CUST30863,26-35,Male,Kerala,Kochi,5,Not Returned,,Amazon
ORD301753,2023-05-13,P005,Elegance,4000,2400,1,4000,2400,1600,CUST97197,18-25,Male,Maharashtra,Mumbai,4,Returned,Did Not Like,Myntra
ORD301754,2023-05-13,P009,Imperial,9000,5400,1,9000,5400,3600,CUST75461,26-35,Male,Tamil Nadu,Chennai,4,Not Returned,,Amazon
ORD301755,2023-05-13,P001,vector,1000,600,1,1000,600,400,CUST52422,26-35,Male,Uttar Pradesh,Varanasi,4,Not Returned,,Amazon
ORD301756,2023-05-13,P009,Imperial,9000,5400,1,9000,5400,3600,CUST41013,26-35,Male,West Bengal,Howrah,4,Not Returned,,Myntra
ORD301757,2023-05-13,P004,clarity,3000,1800,2,6000,3600,2400,CUST32806,50+,Male,Andhra Pradesh,Vijayawada,4,Not Returned,,Flipkart
ORD301758,2023-05-14,P007,Eclipse,6000,3600,2,12000,7200,4800,CUST65057,26-35,Male,Andhra Pradesh,Nellore,5,Not Returned,,Amazon
ORD301759,2023-05-14,P003,Greenwich,2000,1200,2,4000,2400,1600,CUST18116,18-25,Male,Gujarat,Ahmedabad,3,Not Returned,,Flipkart
ORD301760,2023-05-14,P002,Kinetic,1500,900,2,3000,1800,1200,CUST42831,26-35,Female,Uttar Pradesh,Noida,5,Not Returned,,Amazon
ORD301761,2023-05-14,P001,vector,1000,600,1,1000,600,400,CUST14904,50+,Female,Karnataka,Bengaluru,5,Not Returned,,Myntra
ORD301762,2023-05-14,P005,Elegance,4000,2400,3,12000,7200,4800,CUST67872,36-50,Male,West Bengal,Kolkata,4,Not Returned,,Amazon
ORD301763,2023-05-14,P008,Tribute,7000,4200,1,7000,4200,2800,CUST89499,18-25,Female,Kerala,Kozhikode,4,Not Returned,,Flipkart
ORD301764,2023-05-14,P002,Kinetic,1500,900,1,1500,900,600,CUST32815,18-25,Other,Karnataka,Bengaluru,4,Not Returned,,Amazon
ORD301765,2023-05-14,P006,Zenith,5000,3000,1,5000,3000,2000,CUST24111,36-50,Female,West Bengal,Durgapur,4,Not Returned,,Amazon
ORD301766,2023-05-14,P006,Zenith,5000,3000,1,5000,3000,2000,CUST27460,26-35,Female,Karnataka,Hubli,1,Returned,Other,Amazon
ORD301767,2023-05-14,P003,Greenwich,2000,1200,1,2000,1200,800,CUST82937,36-50,Male,Karnataka,Belgaum,4,Not Returned,,Flipkart
ORD301768,2023-05-14,P005,Elegance,4000,2400,1,4000,2400,1600,CUST35653,18-25,Female,Uttar Pradesh,Kanpur,4,Not Returned,,Own Website
ORD301769,2023-05-14,P004,clarity,3000,1800,1,3000,1800,1200,CUST74369,26-35,Female,Haryana,Panipat,5,Not Returned,,Amazon
ORD301770,2023-05-14,P001,vector,1000,600,1,1000,600,400,CUST98978,26-35,Male,Telangana,Nizamabad,5,Not Returned,,Own Website
ORD301771,2023-05-14,P002,Kinetic,1500,900,1,1500,900,600,CUST36370,36-50,Female,West Bengal,Howrah,5,Returned,Item Doesn't Fit,Own Website
ORD301772,2023-05-14,P003,Greenwich,2000,1200,1,2000,1200,800,CUST79275,26-35,Female,Maharashtra,Nashik,2,Returned,Poor Quality,Amazon
ORD301773,2023-05-14,P005,Elegance,4000,2400,1,4000,2400,1600,CUST21274,26-35,Male,Tamil Nadu,Coimbatore,4,Not Returned,,Amazon
ORD301774,2023-05-14,P004,clarity,3000,1800,2,6000,3600,2400,CUST13177,36-50,Female,Uttar Pradesh,Noida,3,Not Returned,,Flipkart
ORD301775,2023-05-14,P004,clarity,3000,1800,2,6000,3600,2400,CUST36678,26-35,Male,Kerala,Kochi,5,Not Returned,,Own Website
ORD301776,2023-05-15,P009,Imperial,9000,5400,1,9000,5400,3600,CUST28423,36-50,Male,Tamil Nadu,Chennai,2,Not Returned,,Amazon
ORD301777,2023-05-15,P001,vector,1000,600,1,1000,600,400,CUST57128,50+,Male,West Bengal,Kolkata,4,Not Returned,,Flipkart
ORD301778,2023-05-15,P005,Elegance,4000,2400,1,4000,2400,1600,CUST81641,18-25,Male,Maharashtra,Thane,4,Returned,Color Mismatch,Myntra
ORD301779,2023-05-15,P002,Kinetic,1500,900,2,3000,1800,1200,CUST54657,26-35,Male,Madhya Pradesh,Bhopal,5,Not Returned,,Amazon
ORD301780,2023-05-15,P008,Tribute,7000,4200,2,14000,8400,5600,CUST99438,18-25,Male,Rajasthan,Jodhpur,5,Not Returned,,Myntra
ORD301781,2023-05-15,P004,clarity,3000,1800,3,9000,5400,3600,CUST75034,36-50,Female,Telangana,Khammam,3,Not Returned,,Own Website
ORD301782,2023-05-15,P003,Greenwich,2000,1200,2,4000,2400,1600,CUST37194,36-50,Male,Karnataka,Mysuru,3,Not Returned,,Myntra
ORD301783,2023-05-15,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST75647,26-35,Male,Bihar,Muzaffarpur,5,Not Returned,,Flipkart
ORD301784,2023-05-15,P002,Kinetic,1500,900,1,1500,900,600,CUST56725,26-35,Female,Uttar Pradesh,Agra,3,Not Returned,,Flipkart
ORD301785,2023-05-15,P009,Imperial,9000,5400,1,9000,5400,3600,CUST83229,36-50,Male,Telangana,Khammam,4,Not Returned,,Own Website
ORD301786,2023-05-15,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST67524,18-25,Female,Uttar Pradesh,Lucknow,5,Returned,Poor Quality,Myntra
ORD301787,2023-05-15,P008,Tribute,7000,4200,1,7000,4200,2800,CUST91981,26-35,Male,Uttar Pradesh,Varanasi,4,Not Returned,,Amazon
ORD301788,2023-05-15,P004,clarity,3000,1800,1,3000,1800,1200,CUST19288,26-35,Male,Uttar Pradesh,Varanasi,3,Not Returned,,Amazon
ORD301789,2023-05-15,P006,Zenith,5000,3000,1,5000,3000,2000,CUST20242,18-25,Female,Maharashtra,Thane,5,Not Returned,,Amazon
ORD301790,2023-05-15,P002,Kinetic,1500,900,1,1500,900,600,CUST77796,36-50,Male,Jharkhand,Ranchi,4,Not Returned,,Amazon
ORD301791,2023-05-16,P003,Greenwich,2000,1200,1,2000,1200,800,CUST23226,26-35,Male,Maharashtra,Nagpur,3,Not Returned,,Own Website
ORD301792,2023-05-16,P005,Elegance,4000,2400,3,12000,7200,4800,CUST75367,18-25,Male,Tamil Nadu,Chennai,4,Not Returned,,Own Website
ORD301793,2023-05-16,P010,The Icon,12000,7200,1,12000,7200,4800,CUST16747,26-35,Male,Uttar Pradesh,Kanpur,3,Not Returned,,Flipkart
ORD301794,2023-05-16,P003,Greenwich,2000,1200,1,2000,1200,800,CUST80849,26-35,Female,Jharkhand,Dhanbad,3,Not Returned,,Myntra
ORD301795,2023-05-16,P010,The Icon,12000,7200,1,12000,7200,4800,CUST12954,26-35,Other,Maharashtra,Nagpur,4,Not Returned,,Myntra
ORD301796,2023-05-16,P010,The Icon,12000,7200,1,12000,7200,4800,CUST47997,26-35,Female,Andhra Pradesh,Visakhapatnam,5,Not Returned,,Myntra
ORD301797,2023-05-16,P008,Tribute,7000,4200,1,7000,4200,2800,CUST56911,26-35,Male,Madhya Pradesh,Jabalpur,4,Returned,Item Doesn't Fit,Amazon
ORD301798,2023-05-16,P008,Tribute,7000,4200,2,14000,8400,5600,CUST30691,26-35,Male,Karnataka,Bengaluru,5,Not Returned,,Myntra
ORD301799,2023-05-16,P001,vector,1000,600,1,1000,600,400,CUST19801,18-25,Female,Madhya Pradesh,Gwalior,4,Not Returned,,Amazon
ORD301800,2023-05-16,P001,vector,1000,600,1,1000,600,400,CUST77863,18-25,Male,Delhi,New Delhi,2,Not Returned,,Flipkart
ORD301801,2023-05-16,P008,Tribute,7000,4200,1,7000,4200,2800,CUST75542,26-35,Male,Gujarat,Bhavnagar,4,Not Returned,,Flipkart
ORD301802,2023-05-16,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST62326,26-35,Female,Punjab,Jalandhar,5,Not Returned,,Amazon
ORD301803,2023-05-16,P003,Greenwich,2000,1200,1,2000,1200,800,CUST86385,18-25,Other,Delhi,New Delhi,5,Returned,Defective,Own Website
ORD301804,2023-05-16,P001,vector,1000,600,2,2000,1200,800,CUST44478,26-35,Female,Rajasthan,Kota,5,Not Returned,,Amazon
ORD301805,2023-05-16,P003,Greenwich,2000,1200,1,2000,1200,800,CUST14230,26-35,Female,Karnataka,Bengaluru,3,Not Returned,,Flipkart
ORD301806,2023-05-16,P005,Elegance,4000,2400,2,8000,4800,3200,CUST65234,50+,Male,Telangana,Karimnagar,5,Not Returned,,Amazon
ORD301807,2023-05-16,P002,Kinetic,1500,900,1,1500,900,600,CUST36281,36-50,Male,Odisha,Rourkela,5,Not Returned,,Amazon
ORD301808,2023-05-16,P010,The Icon,12000,7200,1,12000,7200,4800,CUST17784,26-35,Female,Gujarat,Vadodara,4,Not Returned,,Own Website
ORD301809,2023-05-16,P001,vector,1000,600,2,2000,1200,800,CUST36769,50+,Male,Bihar,Gaya,4,Not Returned,,Amazon
ORD301810,2023-05-16,P001,vector,1000,600,1,1000,600,400,CUST40882,26-35,Male,Maharashtra,Mumbai,1,Returned,Damaged in Transit,Myntra
ORD301811,2023-05-16,P002,Kinetic,1500,900,1,1500,900,600,CUST19556,18-25,Female,Uttar Pradesh,Varanasi,5,Not Returned,,Amazon
ORD301812,2023-05-16,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST89954,50+,Male,Rajasthan,Bikaner,4,Not Returned,,Flipkart
ORD301813,2023-05-17,P001,vector,1000,600,1,1000,600,400,CUST55330,26-35,Female,Madhya Pradesh,Bhopal,5,Not Returned,,Myntra
ORD301814,2023-05-17,P001,vector,1000,600,1,1000,600,400,CUST64557,26-35,Female,Telangana,Hyderabad,4,Not Returned,,Flipkart
ORD301815,2023-05-17,P008,Tribute,7000,4200,2,14000,8400,5600,CUST90272,26-35,Male,Telangana,Khammam,5,Not Returned,,Amazon
ORD301816,2023-05-17,P008,Tribute,7000,4200,1,7000,4200,2800,CUST82276,26-35,Female,Maharashtra,Mumbai,4,Not Returned,,Amazon
ORD301817,2023-05-17,P006,Zenith,5000,3000,1,5000,3000,2000,CUST26969,26-35,Male,Tamil Nadu,Tiruchirappalli,5,Not Returned,,Amazon
ORD301818,2023-05-17,P004,clarity,3000,1800,1,3000,1800,1200,CUST15471,36-50,Male,Delhi,Delhi,4,Not Returned,,Amazon
ORD301819,2023-05-17,P007,Eclipse,6000,3600,2,12000,7200,4800,CUST14666,26-35,Female,Telangana,Hyderabad,4,Not Returned,,Amazon
ORD301820,2023-05-17,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST76532,18-25,Other,Telangana,Nizamabad,4,Not Returned,,Own Website
ORD301821,2023-05-17,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST95240,36-50,Male,Delhi,New Delhi,3,Not Returned,,Amazon
ORD301822,2023-05-17,P010,The Icon,12000,7200,1,12000,7200,4800,CUST66559,18-25,Male,Telangana,Karimnagar,3,Not Returned,,Flipkart
ORD301823,2023-05-18,P007,Eclipse,6000,3600,1,6000,3600,2400,CUST49769,18-25,Female,Gujarat,Rajkot,5,Not Returned,,Own Website
ORD301824,2023-05-18,P008,Tribute,7000,4200,1,7000,4200,2800,CUST12810,50+,Male,Madhya Pradesh,Indore,4,Not Returned,,Own Website
ORD301825,2023-05-18,P002,Kinetic,1500,900,1,1500,900,600,CUST13454,36-50,Female,Andhra Pradesh,Vijayawada,3,Not Returned,,Flipkart
ORD301826,2023-05-18,P005,Elegance,4000,2400,1,4000,2400,1600,CUST80016,36-50,Male,West Bengal,Howrah,4,Not Returned,,Own Website
ORD301827,2023-05-18,P002,Kinetic,1500,900,1,1500,900,600,CUST99383,26-35,Male,Bihar,Muzaffarpur,5,Not Returned,,Own Website
ORD301828,2023-05-18,P004,clarity,3000,1800,1,3000,1800,1200,CUST82416,18-25,Female,West Bengal,Kolkata,4,Not Returned,,Myntra
ORD301829,2023-05-18,P002,Kinetic,1500,900,1,1500,900,600,CUST16834,26-35,Female,Tamil Nadu,Tiruchirappalli,4,Not Returned,,Flipkart
ORD301830,2023-05-18,P005,Elegance,4000,2400,1,4000,2400,1600,CUST59444,26-35,Female,Andhra Pradesh,Nellore,5,Not Returned,,Flipkart
ORD301831,2023-05-18,P008,Tribute,7000,4200,1,7000,4200,2800,CUST66324,36-50,Male,Karnataka,Mysuru,4,Not Returned,,Myntra
ORD301832,2023-05-18,P006,Zenith,5000,3000,1,5000,3000,2000,CUST82029,36-50,Male,Kerala,Thrissur,4,Not Returned,,Flipkart
ORD301833,2023-05-18,P001,vector,1000,600,1,1000,600,400,CUST25149,26-35,Male,West Bengal,Howrah,3,Not Returned,,Own Website
ORD301834,2023-05-18,P001,vector,1000,600,1,1000,600,400,CUST90694,36-50,Male,Uttar Pradesh,Lucknow,3,Returned,Other,Own Website
ORD301835,2023-05-18,P005,Elegance,4000,2400,1,4000,2400,1600,CUST56109,18-25,Male,Andhra Pradesh,Guntur,5,Not Returned,,Myntra
ORD301836,2023-05-18,P010,The Icon,12000,7200,1,12000,7200,4800,CUST54974,36-50,Male,Andhra Pradesh,Visakhapatnam,5,Not Returned,,Amazon
ORD301837,2023-05-18,P001,vector,1000,600,1,1000,600,400,CUST17592,18-25,Male,Assam,Silchar,4,Not Returned,,Flipkart
ORD301838,2023-05-18,P009,Imperial,9000,5400,1,9000,5400,3600,CUST40413,18-25,Male,Tamil Nadu,Coimbatore,4,Not Returned,,Amazon
ORD301839,2023-05-18,P005,Elegance,4000,2400,1,4000,2400,1600,CUST87151,36-50,Male,Madhya Pradesh,Bhopal,4,Not Returned,,Amazon
ORD301840,2023-05-18,P006,Zenith,5000,3000,1,5000,3000,2000,CUST39769,36-50,Male,Bihar,Patna,4,Not Returned,,Flipkart
ORD301841,2023-05-18,P010,The Icon,12000,7200,2,24000,14400,9600,CUST80283,36-50,Male,Uttar Pradesh,Varanasi,5,Not Returned,,Amazon
ORD301842,2023-05-19,P001,vector,1000,600,2,2000,1200,800,CUST11952,26-35,Female,Bihar,Patna,5,Not Returned,,Flipkart
ORD301843,2023-05-19,P001,vector,1000,600,1,1000,600,400,CUST17455,50+,Male,Maharashtra,Pune,4,Not Returned,,Amazon
ORD301844,2023-05-19,P005,Elegance,4000,2400,1,4000,2400,1600,CUST17425,26-35,Female,Delhi,New Delhi,4,Not Returned,,Amazon
ORD301845,2023-05-19,P005,Elegance,4000,2400,2,8000,4800,3200,CUST33670,26-35,Male,Madhya Pradesh,Jabalpur,1,Returned,Poor Quality,Own Website
ORD301846,2023-05-19,P002,Kinetic,1500,900,1,1500,900,600,CUST15730,26-35,Female,Telangana,Karimnagar,5,Not Returned,,Myntra
ORD301847,2023-05-19,P002,Kinetic,1500,900,1,1500,900,600,CUST55831,50+,Female,Bihar,Bhagalpur,4,Not Returned,,Flipkart
ORD301848,2023-05-19,P004,clarity,3000,1800,1,3000,1800,1200,CUST95879,50+,Male,Maharashtra,Thane,5,Not Returned,,Amazon
